pid	pname	scientificName (gbif)	Normalized name	Details	pfid	phid	Error	kingdom	phylum	class	order	family	genus	species		Synonym 
1035	Mentha rotundifolia	Mentha rotundifolia (L.) Huds.	Mentha rotundifolia	(L.) Huds.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha rotundifolia		#N/A
1036	Mentha sachalinensis	Mentha sachalinensis (Briq.) Kudô	Mentha sachalinensis	(Briq.) Kudô	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha canadensis		Mentha canadensis GBIF 2685484
1037	Mentha spicata	Mentha spicata L.	Mentha spicata	L.	47	1	Duplicate entry	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha spicata		#N/A
1038	Mentha spicata:Mzin1	Mentha spicata L.	Mentha spicata	L. (Mzin1)	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha spicata		#N/A
1039	Mentha spicata:Mzin3	Mentha spicata L.	Mentha spicata	L. (Mzin3)	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha spicata		#N/A
1040	Mentha spicata:Mzin7	Mentha spicata L.	Mentha spicata	L. (Mzin7)	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha spicata		#N/A
1041	Mentha spicataÂ L.	Mentha spicata L.	Mentha spicata	L.	46	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha spicata		#N/A
1042	Mentha spp (hybrid)	Mentha L.	Mentha spp.	unresolved	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha			#N/A
1043	Mentha x piperita	Mentha piperita L.	Mentha x piperita	Hybrid	46	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha piperita		#N/A
1044	Mentha Ã— piperita	Mentha piperita L.	Mentha piperita	L.	47	1	Entry not found	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha piperita		#N/A
1045	MenthaÂ longifoliaÂ L.	Mentha longifolia (L.) L.	Mentha longifolia	(L.) L.	46	1	duplicate entry; same as 1027	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha longifolia		#N/A
1046	Meriandra bengalensis	Meriandra bengalensis (J.Koenig ex Roxb.) Benth.	Meriandra bengalensis	(J.Koenig ex Roxb.) Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia dianthera		Salvia dianthera GBIF 2685484
1047	Messerschmidia sibirica	Messerschmidia sibirica (L.) L.	Messerschmidia sibirica	(L.) L.	19	1		Plantae	Tracheophyta	Magnoliopsida	Boraginales	Heliotropiaceae	Tournefortia	Tournefortia sibirica		Tournefortia sibirica GBIF 2685484
1048	Meum athamanticum	Meum athamanticum Jacq.	Meum athamanticum	Jacq.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Meum	Meum athamanticum		#N/A
1049	Microcitrus australasica var. sanguinea	Microcitrus australasica (F.Müll.) Swingle	Microcitrus australasica 	var. sanguinea	84	1		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus	Citrus australasica		Citrus australasica GBIF 2685484
1050	Microglossa pyrrhopappa	Microglossa pyrrhopappa (A.Rich.) Agnew	Microglossa pyrrhopappa	(A.Rich.) Agnew	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Microglossa	Microglossa pyrrhopappa		#N/A
1051	Micromeria biflora	Micromeria biflora Benth.	Micromeria biflora	Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria biflora		#N/A
1052	Micromeria cremnophila	Micromeria cremnophila Boiss. & Heldr.	Micromeria cremnophila	Boiss. & Heldr.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria cremnophila		#N/A
1053	Micromeria cristata	Micromeria cristata (Hampe) Griseb.	Micromeria cristata	(Hampe) Griseb.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria cristata		#N/A
1054	Micromeria cristata ssp. phrygia	Micromeria cristata subsp. phrygia P.H.Davis	Micromeria cristata	subsp. phrygia P.H.Davis	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria cristata		#N/A
1055	Micromeria dalmatica	Micromeria dalmatica Benth.	Micromeria dalmatica	Benth.	47	1	Changes made	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium dalmaticum		#N/A
1056	Micromeria juliana	Micromeria juliana (L.) Benth. ex Rchb.	Micromeria juliana	(L.) Benth. ex Rchb.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria juliana		#N/A
1057	Micromeria juriana	Micromeria juliana (L.) Benth. ex Rchb.	Micromeria juriana	(L.) Benth. ex Rchb.	47	1	Typographical Error and the right spelling already exists	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria juliana		#N/A
1058	Micromeria kosaninii	Micromeria kosaninii _ili_	Micromeria kosaninii	_ili_	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria cristata		Micromeria cristata GBIF 2685484
1059	Micromeria libanotica	Micromeria libanotica Boiss.	Micromeria libanotica	Boiss.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium libanoticum		Clinopodium libanoticum GBIF 2685484
1060	Micromeria nubigena	Micromeria nubigena (Kunth) Benth.	Micromeria nubigena	(Kunth) Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium nubigenum		Clinopodium nubigenum GBIF 2685484
1061	Micromeria parviflora	Micromeria parviflora Rchb.	Micromeria parviflora	Rchb.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria longipedunculata		Micromeria longipedunculata GBIF 2685484
1062	Micromeria persica	Micromeria persica Boiss.	Micromeria persica	Boiss.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria persica		#N/A
1063	Micromeria pseudocroatica	Micromeria pseudocroatica _ili_	Micromeria pseudocroatica	_ili_	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria	Micromeria pseudocroatica		#N/A
1064	Micromeria thymifolia	Micromeria thymifolia (Scop.) Fritsch	Micromeria thymifolia	(Scop.) Fritsch	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium album		Clinopodium album GBIF 2685484
1065	Microtoena patchoulii	Microtoena patchoulii (C.B.Clarke ex Hook.f.) C.Y.Wu & Hsuan	Microtoena patchoulii	(C.B.Clarke ex Hook.f.) C.Y.Wu & Hsuan	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Microtoena	Microtoena patchoulii		#N/A
1066	Mikania burchellii	Mikania burchellii Baker	Mikania burchellii	Baker	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	Mikania burchellii		#N/A
1067	Mikania cordata	Mikania cordata B.L.Rob.	Mikania cordata	B.L.Rob.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	Mikania cordata		#N/A
1068	Mikania glomerata	Mikania glomerata Spreng.	Mikania glomerata	Spreng.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	Mikania glomerata		#N/A
1069	Mikania hirsutissima	Mikania hirsutissima DC.	Mikania hirsutissima	DC.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	Mikania hirsutissima		#N/A
1070	Mikania involucrata	Mikania involucrata Hook. & Arn.	Mikania involucrata	Hook. & Arn.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	Mikania involucrata		#N/A
1071	Mikania laevigata	Mikania laevigata Sch.Bip. ex Baker	Mikania laevigata	Sch.Bip. ex Baker	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	Mikania laevigata		#N/A
1072	Mikania micrantha	Mikania micrantha Kunth	Mikania micrantha	Kunth	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	Mikania micrantha		#N/A
1073	Mikania paranensis	Mikania paranensis Dusén	Mikania paranensis	Dusén	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	Mikania paranensis		#N/A
1074	Mikania sp.nov.	Mikania Willd.	Mikania sp.nov.	unresolved	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mikania			#N/A
1075	Minthostachys verticillata	Minthostachys verticillata (Griseb.) Epling	Minthostachys verticillata	(Griseb.) Epling	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Minthostachys	Minthostachys verticillata		#N/A
1076	Mintosthachys mollis	Minthostachys mollis (Kunth) Griseb.	Minthostachys mollis	(Kunth) Griseb.	47	1	Typographical Error	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Minthostachys	Minthostachys mollis		#N/A
1077	Mitranthes ottonis	Mitranthes ottonis O.Berg	Mitranthes ottonis	O.Berg	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Mitranthes	Mitranthes ottonis		#N/A
1078	Mitrantia bilocularis	Mitrantia bilocularis Peter G.Wilson & B.Hyland	Mitrantia bilocularis	Peter G.Wilson & B.Hyland	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Mitrantia	Mitrantia bilocularis		#N/A
1079	Monarda citriodora var. citriodora	Monarda citriodora var. citriodora	Monarda citriodora	var. citriodora	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Monarda	Monarda citriodora		#N/A
1080	Monarda didyma	Monarda didyma L.	Monarda didyma	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Monarda	Monarda didyma		#N/A
1081	Monodora myristica	Monodora myristica Dunal	Monodora myristica	Dunal	62	1		Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Monodora	Monodora myristica		#N/A
1082	Montanoa tomentosa	Montanoa tomentosa Cerv.	Montanoa tomentosa	Cerv.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Montanoa	Montanoa tomentosa		#N/A
1083	Morella pubescens	Morella pubescens (Humb. & Bonpl. ex Willd.) Wilbur	Morella pubescens	(Humb. & Bonpl. ex Willd.) Wilbur	62	1		Plantae	Tracheophyta	Magnoliopsida	Fagales	Myricaceae	Morella	Morella pubescens		#N/A
1084	Morina longifolia	Morina longifolia Wall.	Morina longifolia	Wall.	57	1		Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Morina	Morina longifolia		#N/A
1085	Mosiera ehrenbergii	Mosiera ehrenbergii (O.Berg) Landrum	Mosiera ehrenbergii	(O.Berg) Landrum	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Mosiera	Mosiera ehrenbergii		#N/A
1086	Mosiera longipes	Mosiera longipes (O.Berg) Small	Mosiera longipes	(O.Berg) Small	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Mosiera	Mosiera longipes		#N/A
1087	Murraya koenigii	Murraya koenigii Spreng.	Murraya koenigii	Spreng.	84	1		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Murraya	Murraya koenigii		#N/A
1088	Musa sapientum	Musa sapientum L.	Musa sapientum	L.	58	1		Plantae	Tracheophyta	Liliopsida	Zingiberales	Musaceae	Musa	Musa paradisiaca		Musa paradisiaca GBIF 2685484
1089	Myrceugenia alpigena	Myrceugenia alpigena (DC.) Landrum	Myrceugenia alpigena	(DC.) Landrum	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrceugenia	Myrceugenia alpigena		#N/A
1090	Myrceugenia campestris	Myrceugenia campestris (DC.) D.Legrand & Kausel	Myrceugenia campestris	(DC.) D.Legrand & Kausel	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrceugenia	Myrceugenia campestris		#N/A
1091	Myrceugenia glaucescens	Myrceugenia glaucescens (Cambess.) D.Legrand & Kausel	Myrceugenia glaucescens	(Cambess.) D.Legrand & Kausel	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrceugenia	Myrceugenia glaucescens		#N/A
1092	Myrceugenia mesomischa	Myrceugenia mesomischa (Burret) D.Legrand & Kausel	Myrceugenia mesomischa	(Burret) D.Legrand & Kausel	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrceugenia	Myrceugenia mesomischa		#N/A
1093	Myrceugenia miersiana	Myrceugenia miersiana (Gardner) D.Legrand & Kausel	Myrceugenia miersiana	(Gardner) D.Legrand & Kausel	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrceugenia	Myrceugenia miersiana		#N/A
1094	Myrceugenia myrcioides	Myrceugenia myrcioides (Cambessèdes) Berg	Myrceugenia myrcioides	(Cambessèdes) Berg	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrceugenia	Myrceugenia myrcioides		#N/A
1095	Myrcia aff fosteri	Myrcia fosteri Croat	Myrcia fosteri	Croat	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia	Myrcia fosteri		#N/A
1096	Myrcia laruotteana	Myrcia laruotteana Cambess.	Myrcia laruotteana	Cambess.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia	Myrcia laruotteana		#N/A
1097	Myrcianthes coquimbensis	Myrcianthes coquimbensis (Barnéoud) Landrum & Grifo	Myrcianthes coquimbensis	(Barnéoud) Landrum & Grifo	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcianthes	Myrcianthes coquimbensis		#N/A
1098	Myrcianthes fragrans	Myrcianthes fragrans (Sw.) McVaugh	Myrcianthes fragrans	(Sw.) McVaugh	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcianthes	Myrcianthes fragrans		#N/A
1099	Myrcianthes osteomeloides	Myrcianthes osteomeloides (Rusby) McVaugh	Myrcianthes osteomeloides	(Rusby) McVaugh	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcianthes	Myrcianthes osteomeloides		#N/A
1100	Myrcianthes pseudomato	Myrcianthes pseudomato (D.Legrand) McVaugh	Myrcianthes pseudomato	(D.Legrand) McVaugh	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcianthes	Myrcianthes pseudomato		#N/A
1101	Myrciaria dubia	Myrciaria dubia (Kunth) McVaugh	Myrciaria dubia	(Kunth) McVaugh	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrciaria	Myrciaria dubia		#N/A
1102	Myrciaria floribunda	Myrciaria floribunda O.Berg	Myrciaria floribunda	O.Berg	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrciaria	Myrciaria floribunda		#N/A
1103	Myrciaria tenella	Myrciaria tenella (DC.) O.Berg	Myrciaria tenella	(DC.) O.Berg	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrciaria	Myrciaria tenella		#N/A
1104	Myrica gale	Myrica gale L.	Myrica gale	L.	59	1		Plantae	Tracheophyta	Magnoliopsida	Fagales	Myricaceae	Myrica	Myrica gale		#N/A
1105	Myristica fragrans	Myristica fragrans Houtt.	Myristica fragrans	Houtt.	60	1		Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Myristicaceae	Myristica	Myristica fragrans		#N/A
1106	Myrothamnus moschatus	Myrothamnus moschatus Baill.	Myrothamnus moschatus	Baill.	61	1		Plantae	Tracheophyta	Magnoliopsida	Gunnerales	Myrothamnaceae	Myrothamnus	Myrothamnus moschatus		#N/A
1107	Myrrhis odorata	Myrrhis odorata Scop.	Myrrhis odorata	Scop.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Myrrhis	Myrrhis odorata		#N/A
1108	Myrrhoides nodosa	Myrrhoides nodosa (L.) Cannon	Myrrhoides nodosa	(L.) Cannon	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum nodosum		Chaerophyllum nodosum GBIF 2685484
1109	Myrtus communis	Myrtus communis L.	Myrtus communis	L.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrtus	Myrtus communis		#N/A
1110	Myrtus communis (in vitro)	Myrtus communis L.	Myrtus communis 	L. (in vitro)	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrtus	Myrtus communis		#N/A
1111	Myrtus communis var. italica	Myrtus communis var. italica (Mill.) Rouy & E.G.Camus	Myrtus communis 	var. italica (Mill.) Rouy & E.G.Camus	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrtus	Myrtus communis		#N/A
1112	Nashia inaguensis	Nashia inaguensis Millsp.	Nashia inaguensis	Millsp.	97	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae	Nashia	Nashia inaguensis		#N/A
1113	Nasturtium officinale	Nasturtium officinale W.T.Aiton	Nasturtium officinale	W.T.Aiton	20	1		Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Nasturtium	Nasturtium officinale		#N/A
1114	Neofinetia falcata	Neofinetia falcata (Thunb.) Beer	Neofinetia falcata	(Thunb.) Beer	64	1		Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Neofinetia	Neofinetia falcata		#N/A
1115	Neolitsea Brassii	Neolitsea brassii C.K.Allen	Neolitsea brassii	 C.K.Allen	48	1		Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea	Neolitsea brassii		#N/A
1116	Neolitsea australiensis	Neolitsea australiensis Kosterm.	Neolitsea australiensis	Kosterm.	48	1		Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea	Neolitsea australiensis		#N/A
1117	Neolitsea dealbata (Northern)	Neolitsea dealbata (R.Br.) Merr.	Neolitsea dealbata 	(R.Br.) Merr. (Northern)	48	1		Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea	Neolitsea dealbata		#N/A
1118	Neolitsea dealbata (Southern)	Neolitsea dealbata (R.Br.) Merr.	Neolitsea dealbata 	(R.Br.) Merr. (Southern)	48	1		Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea	Neolitsea dealbata		#N/A
1119	Neolitsea fischeri	Neolitsea fischeri Gamble	Neolitsea fischeri	Gamble	48	1		Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea	Neolitsea fischeri		#N/A
1120	Neomitranthes obscura	Neomitranthes obscura (DC.) N.Silveira	Neomitranthes obscura	(DC.) N.Silveira	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Neomitranthes	Neomitranthes obscura		#N/A
1121	Nepefa befonicifolia	Nepeta betonicifolia C.A.Mey.	Nepeta betonicifolia	C.A.Mey.	47	1	Typographical error in genus	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta betonicifolia		#N/A
1122	Nepeta asterotrichus	Nepeta asterotricha Rech.f.	Nepeta asterotricha	Rech.f.	47	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta crispa		Nepeta crispa GBIF 2685484
1123	Nepeta betonicifolia	Nepeta betonicifolia C.A.Mey.	Nepeta betonicifolia	C.A.Mey.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta betonicifolia		#N/A
1124	Nepeta bornmuelleri	Nepeta bornmuelleri Hausskn. ex Bornm.	Nepeta bornmuelleri	Hausskn. ex Bornm.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta bornmuelleri		#N/A
1125	Nepeta bracteata	Nepeta bracteata Benth.	Nepeta bracteata	Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta bracteata		#N/A
1126	Nepeta cataria	Nepeta cataria L.	Nepeta cataria	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta cataria		#N/A
1127	Nepeta cephalotes	Nepeta cephalotes Boiss.	Nepeta cephalotes	Boiss.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta cephalotes		#N/A
1128	Nepeta curviflora	Nepeta curviflora Boiss.	Nepeta curviflora	Boiss.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta curviflora		#N/A
1129	Nepeta denudata	Nepeta denudata Benth.	Nepeta denudata	Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta denudata		#N/A
1130	Nepeta elymatica	Nepeta elymaitica Bornm.	Nepeta elymaitica	Bornm.	47	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta elymaitica		#N/A
1131	Nepeta fissa	Nepeta fissa C.A.Mey.	Nepeta fissa	C.A.Mey.	47	1	Changes made	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta teucriifolia		#N/A
1132	Nepeta gloeocephala	Nepeta gloeocephala Rech.f.	Nepeta gloeocephala	Rech.f.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta gloeocephala		#N/A
1133	Nepeta glomerulosa	Nepeta glomerulosa Boiss.	Nepeta glomerulosa	Boiss.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta glomerulosa		#N/A
1134	Nepeta govaniana	Nepeta govaniana Benth.	Nepeta govaniana	Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta govaniana		#N/A
1135	Nepeta haussknechtii	Nepeta haussknechtii Bornm.	Nepeta haussknechtii	Bornm.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta racemosa		Nepeta racemosa GBIF 2685484
1136	Nepeta heliotropifolia	Nepeta heliotropifolia Lam.	Nepeta heliotropifolia	Lam.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta heliotropifolia		#N/A
1137	Nepeta kotschyi	Nepeta kotschyi Boiss.	Nepeta kotschyi	Boiss.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta kotschyi		#N/A
1138	Nepeta makuensis	Nepeta makuensis Jamzad & Mozaffarian	Nepeta makuensis	Jamzad & Mozaffarian	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta makuensis		#N/A
1139	Nepeta menthoides	Nepeta menthoides Boiss. & Buhse	Nepeta menthoides	Boiss. & Buhse	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta menthoides		#N/A
1140	Nepeta meyeri	Nepeta meyeri Benth.	Nepeta meyeri	Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta meyeri		#N/A
1141	Nepeta mirzayanii	Nepeta mirzayanii Rech.f. & Esfand.	Nepeta mirzayanii	Rech.f. & Esfand.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta mirzayanii		#N/A
1142	Nepeta nuda	Nepeta nuda L.	Nepeta nuda	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta nuda		#N/A
1143	Nepeta pannonica	Nepeta pannonica L.	Nepeta pannonica	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta nuda		Nepeta nuda GBIF 2685484
1144	Nepeta pogonosperma	Nepeta pogonosperma Jamzad & Assadi	Nepeta pogonosperma	Jamzad & Assadi	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta pogonosperma		#N/A
1145	Nepeta racemosa	Nepeta racemosa Lam.	Nepeta racemosa	Lam.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta racemosa		#N/A
1146	Nepeta rtanjensis	Nepeta rtanjensis N.Diklic & B.Milojevic	Nepeta rtanjensis	N.Diklic & B.Milojevic	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta rtanjensis		#N/A
1147	Nepeta rtanjensis (cultivated)	Nepeta rtanjensis N.Diklic & B.Milojevic	Nepeta rtanjensis	N.Diklic & B.Milojevic (cultivated)	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta rtanjensis		#N/A
1148	Nepeta rtanjensis (wild growing)	Nepeta rtanjensis N.Diklic & B.Milojevic	Nepeta rtanjensis 	N.Diklic & B.Milojevic (wild growing)	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta rtanjensis		#N/A
1149	Nepeta sessilifolia	Nepeta sessilifolia Bunge	Nepeta sessilifolia	Bunge	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lophanthus	Lophanthus sessilifolius		Lophanthus sessilifolius GBIF 2685484
1150	Nepeta sibirica	Nepeta sibirica L.	Nepeta sibirica	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta sibirica		#N/A
1151	Nepeta sulfuriflora	Nepeta sulfuriflora P.H.Davis	Nepeta sulfuriflora	P.H.Davis	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta sulfuriflora		#N/A
