EPSID	EPID	synonyms
EPS5968	EP855	Ichthyothere curvifolia
EPS5969	EP855	Ichthyothere latifolia
EPS5970	EP855	Ichthyothere suffruticosa pilosa
EPS5971	EP855	Latreillea dicarpa
EPS5972	EP855	Latreillea glabrata
EPS5973	EP855	Latreillea serrata
EPS5974	EP855	Rolandra terminalis
EPS5975	EP855	Torrentia quinquenervis
EPS5976	EP856	Badianifera griffithii
EPS5977	EP856	Ternstroemia khasyana
EPS5978	EP858	Helenium obtusifolium
EPS5979	EP858	Inula oculus-christi
EPS5980	EP858	Inula thomsonii
EPS5981	EP863	Johrenia ramosissima
EPS5982	EP864	Apinella seseloides
EPS5983	EP864	Cachrydium sieversii
EPS5984	EP864	Ferula seseloides
EPS5985	EP864	Johrenia meyeri
EPS5986	EP864	Johrenia sieversii
EPS5987	EP864	Johreniopsis seseloides
EPS5988	EP864	Peucedanum anagymnodes
EPS5989	EP864	Peucedanum augymnodes
EPS5990	EP864	Peucedanum meyeri
EPS5991	EP864	Peucedanum nudiceps
EPS5992	EP864	Peucedanum paucifolium
EPS5993	EP864	Peucedanum ternarium
EPS5994	EP872	Juniperus biasolettii
EPS5995	EP872	Juniperus communis macrocarpa
EPS5996	EP872	Juniperus lobelii
EPS5997	EP872	Juniperus macrocarpa
EPS5998	EP872	Juniperus macrocarpa globosa
EPS5999	EP872	Juniperus macrocarpa lobelii
EPS6000	EP872	Juniperus major
EPS6001	EP872	Juniperus oxycedrus macrocarpa
EPS6002	EP872	Juniperus sphaerocarpa
EPS6003	EP872	Juniperus umbilicata
EPS6004	EP872	Juniperus willkommii
EPS6005	EP872	Sabina phoenicea lobelii
EPS6006	EP874	Juniperus foetida squarrulosa
EPS6007	EP874	Juniperus foetidissima pindicola
EPS6008	EP874	Juniperus foetidissima squarrosa
EPS6009	EP874	Juniperus phoenicea
EPS6010	EP874	Juniperus sabinoides
EPS6011	EP874	Sabina foetidissima
EPS6012	EP874	Sabina grisebachii
EPS6013	EP875	Juniperus africana
EPS6014	EP875	Juniperus bonatiana
EPS6015	EP875	Juniperus cinerea
EPS6016	EP875	Juniperus gallica
EPS6017	EP875	Juniperus hispanica
EPS6018	EP875	Juniperus thurifera africana
EPS6019	EP875	Juniperus thurifera africana
EPS6020	EP875	Juniperus thurifera gallica
EPS6021	EP875	Juniperus thurifera gallica
EPS6022	EP875	Sabina foetidissima bonatiana
EPS6023	EP875	Sabina pseudothurifera
EPS6024	EP875	Sabina thurifera
EPS6025	EP875	Sabina villarsii
EPS6026	EP876	Juniperus africana
EPS6027	EP876	Juniperus bonatiana
EPS6028	EP876	Juniperus cinerea
EPS6029	EP876	Juniperus gallica
EPS6030	EP876	Juniperus hispanica
EPS6031	EP876	Juniperus thurifera africana
EPS6032	EP876	Juniperus thurifera africana
EPS6033	EP876	Juniperus thurifera gallica
EPS6034	EP876	Juniperus thurifera gallica
EPS6035	EP876	Sabina foetidissima bonatiana
EPS6036	EP876	Sabina pseudothurifera
EPS6037	EP876	Sabina thurifera
EPS6038	EP876	Sabina villarsii
EPS6039	EP877	Aethusa venosa
EPS6040	EP877	Cnidium cenolophioides
EPS6041	EP877	Cnidium dubium
EPS6042	EP877	Cnidium dubium
EPS6043	EP877	Cnidium palustre
EPS6044	EP877	Cnidium venosum
EPS6045	EP877	Conioselinum cenolophioides
EPS6046	EP877	Laserpitium simplex
EPS6047	EP877	Libanotis annua
EPS6048	EP877	Ligusticum venosum
EPS6049	EP877	Meum venosum
EPS6050	EP877	Prionitis saxifraga
EPS6051	EP877	Selinum cenolophioides
EPS6052	EP877	Selinum dubium
EPS6053	EP877	Selinum laevicaule
EPS6054	EP877	Selinum lineare
EPS6055	EP877	Selinum pratense
EPS6056	EP877	Selinum turfosum
EPS6057	EP877	Selinum venosum
EPS6058	EP877	Seseli dubium
EPS6059	EP877	Seseli selinoides
EPS6060	EP877	Seseli venosum
EPS6061	EP877	Sium virens
EPS6062	EP877	Thysselinum cantabrigense
EPS6063	EP879	Kaempferia angustifolia
EPS6064	EP879	Kaempferia roxburghiana
EPS6065	EP879	Kaempferia undulata
EPS6066	EP880	Alpinia sessilis
EPS6067	EP880	Kaempferia galanga latifolia
EPS6068	EP880	Kaempferia humilis
EPS6069	EP880	Kaempferia latifolia
EPS6070	EP880	Kaempferia marginata
EPS6071	EP880	Kaempferia plantaginifolia
EPS6072	EP880	Kaempferia procumbens
EPS6073	EP880	Kaempferia rotunda
EPS6074	EP881	Kaempferia bhucampac
EPS6075	EP881	Kaempferia longa
EPS6076	EP881	Kaempferia versicolor
EPS6077	EP881	Zerumbet zeylanica
EPS6078	EP883	Athamanta carvifolia
EPS6079	EP883	Peucedanum baicalense
EPS6080	EP883	Peucedanum caespitosum
EPS6081	EP883	Peucedanum polyphyllum
EPS6082	EP883	Peucedanum polyphyllum glabrum
EPS6083	EP883	Peucedanum polyphyllum lineare
EPS6084	EP883	Peucedanum polyphyllum pubescens
EPS6085	EP883	Peucedanum terebinthaceum deltoideum
EPS6086	EP883	Peucedanum terebinthaceum deltoideum
EPS6087	EP883	Peucedanum trinioides
EPS6088	EP883	Pteroselinum sibiricum
EPS6089	EP883	Selinum baicalense
EPS6090	EP883	Selinum collinum
EPS6091	EP883	Selinum obscurum
EPS6092	EP884	Condgiea ovalifolia
EPS6093	EP884	Klainedoxa buesgenii
EPS6094	EP884	Klainedoxa cuprea
EPS6095	EP884	Klainedoxa dybowskii
EPS6096	EP884	Klainedoxa gabonensis microphylla
EPS6097	EP884	Klainedoxa gabonensis oblongifolia
EPS6098	EP884	Klainedoxa lanceifolia
EPS6099	EP884	Klainedoxa lanceolata
EPS6100	EP884	Klainedoxa latifolia
EPS6101	EP884	Klainedoxa lecomtei
EPS6102	EP884	Klainedoxa longifolia
EPS6103	EP884	Klainedoxa macrocarpa
EPS6104	EP884	Klainedoxa macrophylla
EPS6105	EP884	Klainedoxa microphylla
EPS6106	EP884	Klainedoxa oblongifolia
EPS6107	EP884	Klainedoxa oblongifolia
EPS6108	EP884	Klainedoxa ovalifolia
EPS6109	EP884	Klainedoxa polyphylla
EPS6110	EP884	Klainedoxa sphaerocarpa
EPS6111	EP884	Klainedoxa spinosa
EPS6112	EP884	Klainedoxa thollonii
EPS6113	EP884	Klainedoxa tripyrena
EPS6114	EP884	Klainedoxa zenkeri
EPS6115	EP887	Kunzea corifolia
EPS6116	EP887	Kunzea pelagia
EPS6117	EP887	Leptospermum ambiguum
EPS6118	EP887	Metrosideros abietina
EPS6119	EP887	Metrosideros corifolia
EPS6120	EP887	Stenospermum corifolium
EPS6121	EP888	Callistemon hainesii
EPS6122	EP888	Callistemon microstachyus
EPS6123	EP888	Calothamnus baxteri
EPS6124	EP888	Calothamnus spathulatus
EPS6125	EP888	Pentagonaster baxteri
EPS6126	EP889	Kunzea ericifolia
EPS6127	EP890	Kunzea parvifolia laba
EPS6128	EP892	Blumea crispata
EPS6129	EP892	Blumea pterodonta
EPS6130	EP892	Conyza crispata
EPS6131	EP892	Laggera intermedia
EPS6132	EP892	Laggera pterodonta
EPS6133	EP892	Laggera pterodonta
EPS6134	EP892	Laggera purpurascens
EPS6135	EP893	Blumea petitiana
EPS6136	EP893	Blumea tomentosa
EPS6137	EP893	Laggera petitiana
EPS6138	EP893	Laggera tomentosa
EPS6139	EP894	Dracocephalum aristatum
EPS6140	EP894	Dracocephalum ibericum
EPS6141	EP894	Lallemantia kopetdaghensis
EPS6142	EP894	Lallemantia sulphurea
EPS6143	EP895	Dracocephalum ocymifolium
EPS6144	EP895	Dracocephalum peltatum
EPS6145	EP895	Dracocephalum salicifolium
EPS6146	EP895	Zornia peltata
EPS6147	EP896	Camara vulgaris
EPS6148	EP897	Camara lilacina
EPS6149	EP897	Camara lilacina albiflora
EPS6150	EP897	Camara lilacina grandifolia
EPS6151	EP897	Camara lilacina media
EPS6152	EP897	Camara lilacina parvifolia
EPS6153	EP897	Camara salviifolia
EPS6154	EP897	Lantana czermakii
EPS6155	EP897	Lantana fucata albiflora
EPS6156	EP897	Lantana fucata antillana
EPS6157	EP897	Lantana fucata longipes
EPS6158	EP897	Lantana fuscata
EPS6159	EP897	Lantana inconspicua
EPS6160	EP897	Lantana lilacina
EPS6161	EP897	Lantana lilacina media
EPS6162	EP897	Lantana lilacina mollis
EPS6163	EP897	Lantana lilacina parvifolia
EPS6164	EP897	Lantana recta
EPS6165	EP897	Lantana salviifolia
EPS6166	EP898	Lantana collina
EPS6167	EP898	Lantana latifolia
EPS6168	EP898	Lantana rubra
EPS6169	EP898	Lantana scabra
EPS6170	EP899	Camara stricta
EPS6171	EP899	Lantana involucrata
EPS6172	EP899	Lantana stricta
EPS6173	EP899	Lantana suaveolens
EPS6174	EP900	Lapageria alba
EPS6175	EP900	Lapageria hookeri
EPS6176	EP900	Lapageria rosea albiflora
EPS6177	EP900	Lapageria rosea rubra
EPS6178	EP900	Philesia rosea
EPS6179	EP901	Laser trilobum
EPS6180	EP901	Laserpitium alpinum
EPS6181	EP901	Laserpitium ambiguum
EPS6182	EP901	Laserpitium luteolum
EPS6183	EP901	Laserpitium marginatum
EPS6184	EP901	Laserpitium trilobum
EPS6185	EP902	Laserpitium siler zernyi
EPS6186	EP902	Laserpitium zernyi
EPS6187	EP902	Siler zernyi
EPS6188	EP903	Cerasus occidentalis
EPS6189	EP903	Laurocerasus occidentalis
EPS6190	EP905	Lavandula angustifolia
EPS6191	EP905	Lavandula cladophora
EPS6192	EP905	Lavandula decipiens
EPS6193	EP905	Lavandula erigens
EPS6194	EP905	Lavandula guinardii
EPS6195	EP905	Lavandula hybrida
EPS6196	EP905	Lavandula inclinans
EPS6197	EP905	Lavandula interrupta
EPS6198	EP905	Lavandula latifolia erigens
EPS6199	EP905	Lavandula latifolia tomentosa
EPS6200	EP905	Lavandula latifolia vulgaris
EPS6201	EP905	Lavandula major
EPS6202	EP905	Lavandula ovata
EPS6203	EP905	Lavandula spica
EPS6204	EP905	Lavandula spica latifolia
EPS6205	EP905	Lavandula spica ramosa
EPS6206	EP905	Lavandula spica vulgaris
EPS6207	EP906	Lavandula angustifolia
EPS6208	EP906	Lavandula cladophora
EPS6209	EP906	Lavandula decipiens
EPS6210	EP906	Lavandula erigens
EPS6211	EP906	Lavandula guinardii
EPS6212	EP906	Lavandula hybrida
EPS6213	EP906	Lavandula inclinans
EPS6214	EP906	Lavandula interrupta
EPS6215	EP906	Lavandula latifolia erigens
EPS6216	EP906	Lavandula latifolia tomentosa
EPS6217	EP906	Lavandula latifolia vulgaris
EPS6218	EP906	Lavandula major
EPS6219	EP906	Lavandula ovata
EPS6220	EP906	Lavandula spica
EPS6221	EP906	Lavandula spica latifolia
EPS6222	EP906	Lavandula spica ramosa
EPS6223	EP906	Lavandula spica vulgaris
EPS6224	EP907	Lavandula angustifolia
EPS6225	EP907	Lavandula cladophora
EPS6226	EP907	Lavandula decipiens
EPS6227	EP907	Lavandula erigens
EPS6228	EP907	Lavandula guinardii
EPS6229	EP907	Lavandula hybrida
EPS6230	EP907	Lavandula inclinans
EPS6231	EP907	Lavandula interrupta
EPS6232	EP907	Lavandula latifolia erigens
EPS6233	EP907	Lavandula latifolia tomentosa
EPS6234	EP907	Lavandula latifolia vulgaris
EPS6235	EP907	Lavandula major
EPS6236	EP907	Lavandula ovata
EPS6237	EP907	Lavandula spica
EPS6238	EP907	Lavandula spica latifolia
EPS6239	EP907	Lavandula spica ramosa
EPS6240	EP907	Lavandula spica vulgaris
EPS6241	EP909	Lavandula dentata vulgaris
EPS6242	EP909	Stoechas dentata
EPS6243	EP910	Lavandula allardii
EPS6244	EP910	Lavandula hybrida
EPS6245	EP912	Lavandula angustifolia
EPS6246	EP912	Lavandula cladophora
EPS6247	EP912	Lavandula decipiens
EPS6248	EP912	Lavandula erigens
EPS6249	EP912	Lavandula guinardii
EPS6250	EP912	Lavandula hybrida
EPS6251	EP912	Lavandula inclinans
EPS6252	EP912	Lavandula interrupta
EPS6253	EP912	Lavandula latifolia erigens
EPS6254	EP912	Lavandula latifolia tomentosa
EPS6255	EP912	Lavandula latifolia vulgaris
EPS6256	EP912	Lavandula major
EPS6257	EP912	Lavandula ovata
EPS6258	EP912	Lavandula spica
EPS6259	EP912	Lavandula spica latifolia
EPS6260	EP912	Lavandula spica ramosa
EPS6261	EP912	Lavandula spica vulgaris
EPS6262	EP913	Lavandula luisieri
EPS6263	EP913	Lavandula stoechas luisieri
EPS6264	EP914	Lavandula luisieri
EPS6265	EP914	Lavandula stoechas luisieri
EPS6266	EP915	Lavandula angustifolia albiflora
EPS6267	EP915	Lavandula angustifolia delphinensis
EPS6268	EP915	Lavandula delphinensis
EPS6269	EP915	Lavandula fragrans
EPS6270	EP915	Lavandula minor
EPS6271	EP915	Lavandula officinalis
EPS6272	EP915	Lavandula officinalis alba
EPS6273	EP915	Lavandula officinalis albiflora
EPS6274	EP915	Lavandula officinalis delphinensis
EPS6275	EP915	Lavandula spica
EPS6276	EP915	Lavandula spica angustifolia
EPS6277	EP915	Lavandula spica delphinensis
EPS6278	EP915	Lavandula vera alba
EPS6279	EP915	Lavandula vera angustifolia
EPS6280	EP915	Lavandula vera ligustica
EPS6281	EP915	Lavandula vulgaris
EPS6282	EP916	Stoechas officinarum
EPS6283	EP917	Stoechas officinarum
EPS6284	EP918	Stoechas officinarum
EPS6285	EP920	Lavandula massonii
EPS6286	EP920	Lavandula stoechas albiflora
EPS6287	EP922	Phlomis ocymifolia
EPS6288	EP923	Alguelaguen hieronymi
EPS6289	EP923	Alguelagum floribundum
EPS6290	EP923	Alguelagum grisebachii
EPS6291	EP923	Lepechinia sagittata
EPS6292	EP923	Sphacele floribunda
EPS6293	EP923	Sphacele grisebachii
EPS6294	EP923	Sphacele hastata
EPS6295	EP923	Sphacele hieronymi
EPS6296	EP923	Sphacele pampeana
EPS6297	EP924	Alguelaguen auriferum
EPS6298	EP924	Alguelagum acuminatum
EPS6299	EP924	Astemon graveolens
EPS6300	EP924	Lepechinia aurifera
EPS6301	EP924	Lepechinia confusa
EPS6302	EP924	Sphacele acuminata
EPS6303	EP924	Sphacele aurifera
EPS6304	EP924	Sphacele cochabambana
EPS6305	EP924	Sphacele confusa
EPS6306	EP926	Sideritis paniculata
EPS6307	EP926	Sphacele paniculata
EPS6308	EP927	Helianthus rivularis
EPS6309	EP929	Fabricia coriacea
EPS6310	EP929	Leptospermum laevigatum minus
EPS6311	EP933	Leutea elbursensis
EPS6312	EP934	Angelica levisticum
EPS6313	EP934	Angelica paludapifolia
EPS6314	EP934	Cnidium officinale
EPS6315	EP934	Hipposelinum levisticum
EPS6316	EP934	Levisticum caucasicum
EPS6317	EP934	Levisticum levisticum
EPS6318	EP934	Levisticum officinale persicum
EPS6319	EP934	Levisticum paludapifolium
EPS6320	EP934	Levisticum persicum
EPS6321	EP934	Levisticum vulgare
EPS6322	EP934	Levisticum vulgare
EPS6323	EP934	Ligusticum levisticum
EPS6324	EP934	Selinum levisticum
EPS6325	EP935	Acrodiclidium caryophyllatum
EPS6326	EP935	Acrodiclidium puchury-major
EPS6327	EP935	Licaria caryophyllata
EPS6328	EP935	Misanteca caryophyllata
EPS6329	EP935	Misanteca puchury-major
EPS6330	EP935	Nectandra puchury-major
EPS6331	EP935	Ocotea puchury-major
EPS6332	EP936	Acrodiclidium salicifolium
EPS6333	EP936	Cinnamomum angustifolium
EPS6334	EP936	Laurus angustifolia
EPS6335	EP936	Laurus parvifolia
EPS6336	EP936	Laurus salicifolia
EPS6337	EP936	Licaria salicifolia
EPS6338	EP936	Misanteca parvifolia
EPS6339	EP936	Ocotea mucosa
EPS6340	EP936	Oreodaphne mucosa
EPS6341	EP936	Oreodaphne parviflora
EPS6342	EP936	Persea parviflora
EPS6343	EP938	Aethusa mutellina
EPS6344	EP938	Ligusticum adonidifolium
EPS6345	EP938	Ligusticum mutellina
EPS6346	EP938	Ligusticum olympicum
EPS6347	EP938	Meon mutellinum
EPS6348	EP938	Meum adonidifolium
EPS6349	EP938	Meum mutellina
EPS6350	EP938	Mutellina adonidifolia
EPS6351	EP938	Mutellina adonidifolia mutellina
EPS6352	EP938	Mutellina purpurea adonidifolia
EPS6353	EP938	Oenanthe mutellina
EPS6354	EP938	Oenanthe purpurea
EPS6355	EP938	Phellandrium mutellina
EPS6356	EP938	Selinum mutellina
EPS6357	EP938	Seseli mutellina
EPS6358	EP939	Ambulia ebracteata
EPS6359	EP939	Columnea chinensis
EPS6360	EP939	Diceros cochinchinensis
EPS6361	EP939	Limnophila chevalieri
EPS6362	EP939	Limnophila chinensis chevalieri
EPS6363	EP939	Limnophila chinensis scaberrima
EPS6364	EP939	Limnophila hirsuta
EPS6365	EP939	Stemodia hirsuta
EPS6366	EP940	Benzoin strychnifolium hemsleyanum
EPS6367	EP940	Benzoin urophyllum
EPS6368	EP940	Lindera aggregata hemsleyana
EPS6369	EP940	Lindera caudata
EPS6370	EP940	Lindera gambleana
EPS6371	EP940	Lindera hemsleyana
EPS6372	EP940	Lindera stewardiana
EPS6373	EP940	Lindera strychnifolia
EPS6374	EP940	Lindera strychnifolia hemsleyana
EPS6375	EP940	Lindera urophylla
EPS6376	EP941	Camara alba
EPS6377	EP941	Lantana alba
EPS6378	EP941	Lantana alba rubella
EPS6379	EP941	Lantana cuneatifolia
EPS6380	EP941	Lantana geminata
EPS6381	EP941	Lantana lippioides
EPS6382	EP941	Lantana malabarica
EPS6383	EP941	Lantana mollissima
EPS6384	EP941	Lantana odorata
EPS6385	EP941	Lippia alba carterae
EPS6386	EP941	Lippia alba globiflora
EPS6387	EP941	Lippia alba intermedia
EPS6388	EP941	Lippia alba macrophylla
EPS6389	EP941	Lippia alba scabra
EPS6390	EP941	Lippia asperifolia
EPS6391	EP941	Lippia carterae
EPS6392	EP941	Lippia citrata
EPS6393	EP941	Lippia crenata
EPS6394	EP941	Lippia geminata
EPS6395	EP941	Lippia geminata microphylla
EPS6396	EP941	Lippia globiflora
EPS6397	EP941	Lippia globiflora geminata
EPS6398	EP941	Lippia globiflora lilacina
EPS6399	EP941	Lippia globiflora normalis
EPS6400	EP941	Lippia havanensis
EPS6401	EP941	Lippia lantanifolia
EPS6402	EP941	Lippia lantanoides
EPS6403	EP941	Lippia lantanoides
EPS6404	EP941	Lippia obovata
EPS6405	EP941	Lippia panamensis
EPS6406	EP941	Lippia unica
EPS6407	EP941	Verbena globiflora
EPS6408	EP941	Verbena globulifera
EPS6409	EP941	Verbena lantanoides
EPS6410	EP941	Zappania geminata
EPS6411	EP941	Zappania globiflora
EPS6412	EP941	Zappania lantanoides
EPS6413	EP941	Zappania odorata
EPS6414	EP944	Goniostachyum graveolens
EPS6415	EP944	Lantana origanoides
EPS6416	EP944	Lantana origanoides sampaionis
EPS6417	EP944	Lippia affinis
EPS6418	EP944	Lippia berlandieri
EPS6419	EP944	Lippia berlandieri
EPS6420	EP944	Lippia berlandieri
EPS6421	EP944	Lippia berteroi
EPS6422	EP944	Lippia candicans
EPS6423	EP944	Lippia elegans
EPS6424	EP944	Lippia elegans macrophylla
EPS6425	EP944	Lippia elegans obtusifolia
EPS6426	EP944	Lippia glandulosa
EPS6427	EP944	Lippia graveolens
EPS6428	EP944	Lippia graveolens loeseneriana
EPS6429	EP944	Lippia graveolens macrophylla
EPS6430	EP944	Lippia graveolens microphylla
EPS6431	EP944	Lippia mattogrossensis
EPS6432	EP944	Lippia microphylla
EPS6433	EP944	Lippia microphylla
EPS6434	EP944	Lippia microphylla fasciculata
EPS6435	EP944	Lippia microphylla foliis-acutiusculis
EPS6436	EP944	Lippia obscura
EPS6437	EP944	Lippia origanoides sampaionis
EPS6438	EP944	Lippia palmeri
EPS6439	EP944	Lippia palmeri spicata
EPS6440	EP944	Lippia palmeri spicata
EPS6441	EP944	Lippia pendula
EPS6442	EP944	Lippia polycephala
EPS6443	EP944	Lippia polycephala aemilii
EPS6444	EP944	Lippia rigida
EPS6445	EP944	Lippia rubiginosa
EPS6446	EP944	Lippia rubiginosa dives
EPS6447	EP944	Lippia rubiginosa pauper
EPS6448	EP944	Lippia salviifolia
EPS6449	EP944	Lippia schomburgkiana
EPS6450	EP944	Lippia sidoides
EPS6451	EP944	Lippia sidoides flaccida
EPS6452	EP944	Lippia velutina
EPS6453	EP946	Goniostachyum graveolens
EPS6454	EP946	Lantana origanoides
EPS6455	EP946	Lantana origanoides sampaionis
EPS6456	EP946	Lippia affinis
EPS6457	EP946	Lippia berlandieri
EPS6458	EP946	Lippia berlandieri
EPS6459	EP946	Lippia berlandieri
EPS6460	EP946	Lippia berteroi
EPS6461	EP946	Lippia candicans
EPS6462	EP946	Lippia elegans
EPS6463	EP946	Lippia elegans macrophylla
EPS6464	EP946	Lippia elegans obtusifolia
EPS6465	EP946	Lippia glandulosa
EPS6466	EP946	Lippia graveolens
EPS6467	EP946	Lippia graveolens loeseneriana
EPS6468	EP946	Lippia graveolens macrophylla
EPS6469	EP946	Lippia graveolens microphylla
EPS6470	EP946	Lippia mattogrossensis
EPS6471	EP946	Lippia microphylla
EPS6472	EP946	Lippia microphylla
EPS6473	EP946	Lippia microphylla fasciculata
EPS6474	EP946	Lippia microphylla foliis-acutiusculis
EPS6475	EP946	Lippia obscura
EPS6476	EP946	Lippia origanoides sampaionis
EPS6477	EP946	Lippia palmeri
EPS6478	EP946	Lippia palmeri spicata
EPS6479	EP946	Lippia palmeri spicata
EPS6480	EP946	Lippia pendula
EPS6481	EP946	Lippia polycephala
EPS6482	EP946	Lippia polycephala aemilii
EPS6483	EP946	Lippia rigida
EPS6484	EP946	Lippia rubiginosa
EPS6485	EP946	Lippia rubiginosa dives
EPS6486	EP946	Lippia rubiginosa pauper
EPS6487	EP946	Lippia salviifolia
EPS6488	EP946	Lippia schomburgkiana
EPS6489	EP946	Lippia sidoides
EPS6490	EP946	Lippia sidoides flaccida
EPS6491	EP946	Lippia velutina
EPS6492	EP947	Lithraea aroeirinha
EPS6493	EP947	Lithraea gilliesii
EPS6494	EP947	Lithraea lorentziana
EPS6495	EP947	Lithraea lorentzii
EPS6496	EP947	Lithraea molleoides lorentziana
EPS6497	EP947	Lithraea ternifolia
EPS6498	EP947	Rhus clausseniana
EPS6499	EP947	Schinus leucocarpus
EPS6500	EP947	Schinus molle
EPS6501	EP947	Schinus molleoides
EPS6502	EP947	Schinus ternifolius
EPS6503	EP948	Actinodaphne citrata
EPS6504	EP948	Benzoin citratum
EPS6505	EP948	Benzoin cubeba
EPS6506	EP948	Cylicodaphne citrata
EPS6507	EP948	Daphnidium cubeba
EPS6508	EP948	Laurus cubeba
EPS6509	EP948	Laurus piperita
EPS6510	EP948	Lindera citrata
EPS6511	EP948	Litsea citrata
EPS6512	EP948	Litsea cubeba glabrata
EPS6513	EP948	Litsea cubeba obtusifolia
EPS6514	EP948	Litsea hui
EPS6515	EP948	Litsea mollis
EPS6516	EP948	Litsea piperita
EPS6517	EP948	Malapoenna citrata
EPS6518	EP948	Malapoenna cubeba
EPS6519	EP948	Malapoenna oliveriana
EPS6520	EP948	Persea cubeba
EPS6521	EP948	Tetranthera angustifolia
EPS6522	EP948	Tetranthera citrata
EPS6523	EP948	Tetranthera cubeba
EPS6524	EP948	Tetranthera cubeba
EPS6525	EP948	Tetranthera floribunda
EPS6526	EP948	Tetranthera polyantha
EPS6527	EP950	Leptotaenia dissecta
EPS6528	EP951	Aletes eastwoodiae
EPS6529	EP951	Cogswellia eastwoodiae
EPS6530	EP951	Cynomarathrum eastwoodiae
EPS6531	EP953	Lomatium kingii
EPS6532	EP953	Musenium tenuifolium
EPS6533	EP953	Peucedanum graveolens
EPS6534	EP953	Peucedanum kingii
EPS6535	EP954	Cogswellia grayi
EPS6536	EP954	Cogswellia millefolia
EPS6537	EP954	Lomatium millefolium
EPS6538	EP954	Peucedanum foeniculaceum
EPS6539	EP954	Peucedanum grayi
EPS6540	EP954	Peucedanum millefolium
