occurrenceId	verbatimScientificName	scientificName	key	matchType	confidence	status	rank	kingdom	phylum	class	order	family	genus	species
	Eugenia cuprea	Eugenia cuprea (O.Berg) Mattos	8427626	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia cuprea
	Eugenia dimorpha	Eugenia dimorpha O.Berg	5416575	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia dimorpha
	Eugenia dysenterica	Eugenia dysenterica DC.	5417055	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia dysenterica
	Eugenia florida	Eugenia florida DC.	5417919	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia florida
	Eugenia foetida	Eugenia foetida Pers.	5417751	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia foetida
	Eugenia hyemalis	Eugenia hiemalis Cambess.	5938280	FUZZY	97	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia hiemalis
	Eugenia joenssonii	Eugenia joenssonii Kausel	5416428	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia joenssonii
	Eugenia klappenbachiana	Eugenia klappenbachiana Mattos & D.Legrand	5417213	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia klappenbachiana
	Eugenia mansoi	Eugenia mansoi Berg	5417352	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia mansoi
	Eugenia mattosii	Eugenia mattosii D.Legrand	5416697	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia mattosii
	Eugenia melanadenia	Eugenia melanadenia Krug & Urb.	5416387	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia melanadenia
	Eugenia moraviana	Eugenia moraviana O.Berg	5417892	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia moraviana
	Eugenia moravianu	Eugenia moraviana O.Berg	5417892	FUZZY	96	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia moraviana
	Eugenia multicostata	Eugenia multicostata D.Legrand	5417398	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia multicostata
	Eugenia nitida	Eugenia Mich. ex L.	3177662	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	
	Eugenia octopleura	Eugenia octopleura Krug & Urb.	5416283	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia octopleura
	Eugenia ovalifolia	Eugenia Mich. ex L.	3177662	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	
	Eugenia pitanga	Eugenia pitanga (Berg) Niedenzu	5417304	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia pitanga
	Eugenia platysema	Eugenia platysema O.Berg	5417067	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia platysema
	Eugenia pluriflora	Eugenia pluriflora DC.	5416719	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia pluriflora
	Eugenia punicifolia	Eugenia punicifolia (Kunth) DC.	5418067	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia punicifolia
	Eugenia pyriformis	Eugenia pyriformis Cambess.	5417616	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia pyriformis
	Eugenia ramboi	Eugenia ramboi D.Legrand	5417061	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia ramboi
	Eugenia repanda	Eugenia repanda O.Berg	5416508	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia repanda
	Eugenia rhombea	Eugenia rhombea Krug & Urb. ex Urb.	7636577	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia rhombea
	Eugenia rocana	Eugenia rocana Britton & P.Wilson	5417178	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia rocana
	Eugenia rottleriana	Eugenia rottleriana Wight & Arn.	5416718	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia rottleriana
	Eugenia rotundifolia	Eugenia Mich. ex L.	3177662	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	
	Eugenia sp.	Eugenia Mich. ex L.	3177662	EXACT	85	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	
	Eugenia speciosa	Eugenia speciosa Cambess.	5416629	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia speciosa
	Eugenia stigmatosa	Eugenia stigmatosa DC.	5417585	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia stigmatosa
	Eugenia stipitata	Eugenia stipitata McVaugh	5417551	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia stipitata
	Eugenia sulcata	Eugenia sulcata Spring ex Mart.	5416365	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia sulcata
	Eugenia umbelliflora	Eugenia umbelliflora O.Berg	5416874	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia umbelliflora
	Eugenia uniflora	Eugenia uniflora L.	5416458	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia uniflora
	Eugenia uruguayensis	Eugenia uruguayensis Cambess.	5416332	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia uruguayensis
	Eugenia xiriricana	Eugenia xiriricana Mattos	5417428	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia xiriricana
	Eupatorium cannabinum	Eupatorium cannabinum L.	5402943	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Eupatorium	Eupatorium cannabinum
	Eupatorium capillifolum	Eupatorium capillifolium Small.	5403126	FUZZY	95	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Eupatorium	Eupatorium capillifolium
	Eupatorium coelestinum	Eupatorium coelestinum Michx.	7400732	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Eupatorium	Eupatorium coelestinum
	Eupatorium triplinerve	Eupatorium triplinerve Vahl	5402967	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ayapana	Ayapana triplinervis
	Falcaria falcarioides	Falcaria falcarioides (Bornm. & Wolff) Wolff	5540032	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Gongylosciadium	Gongylosciadium falcarioides
	Feijoa sellowiana	Feijoa sellowiana (O.Berg) O.Berg	3181977	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Acca	Acca sellowiana
	Feroniella lucida	Feroniella lucida (Scheff.) Swingle	3835743	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus	Citrus lucida
	Ferula assa-foetida	Ferula assa-foetida L.	8113074	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula assa-foetida
	Ferula communis	Ferula communis L.	8048981	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula communis
	Ferula galbaniflua	Ferula galbaniflua Boiss. & Buhse	3034684	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula gummosa
	Ferula glauca	Ferula glauca L.	3638472	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula glauca
	Ferula gummosa	Ferula gummosa Boiss.	3034683	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula gummosa
	Ferula hirtella	Ferula hirtella Boiss.	3638237	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula szowitsiana
	Ferula macrocolea	Ferula macrocolea Boiss.	3637578	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula macrocolea
	Ferula microcolea	Ferula microcolea Boiss.	3637480	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula microcolea
	Ferula ovina	Ferula ovina Boiss.	3637104	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula ovina
	Ferula szowitsiana	Ferula szowitsiana DC.	4928247	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula szowitsiana
	Ferulago angulata	Ferulago angulata Boiss.	6026890	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferulago	Ferulago angulata
	Ferulago carduchorum	Ferulago carduchorum Boiss. & Hausskn. ex Boiss.	3635804	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferulago	Ferulago carduchorum
	Ferulago confusa	Ferulago confusa Velen.	3635752	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferulago	Ferulago sylvatica
	Ferulago contracta	Ferulago contracta Boiss. & Hausskn. ex Boiss.	3635742	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferulago	Ferulago contracta
	Ferulago longistylis	Ferulago longistylis Boiss.	3635533	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Prangos	Prangos longistylis
	Ferulago phialocarpa	Ferulago phialocarpa Rech.f. & Riedl	3635361	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ferulago	Ferulago phialocarpa
	Ficus benjamina	Ficus benjamina L.	5361932	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Ficus benjamina
	Fimbristylis falcata	Fimbristylis falcata (Vahl) Kunth	2708500	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Fimbristylis	Fimbristylis falcata
	Fitzroya cupressoides	Fitzroya cupressoides I.M.Johnst.	2684353	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Fitzroya	Fitzroya cupressoides
	Flaveria linearis	Flaveria linearis Lag.	3086837	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria	Flaveria linearis
	Flourensia cernua	Flourensia cernua DC.	3094540	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Flourensia	Flourensia cernua
	Foeniculum vulgare	Foeniculum vulgare Mill.	3034922	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Foeniculum	Foeniculum vulgare
	Foeniculum vulgare	Foeniculum vulgare Mill.	3034922	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Foeniculum	Foeniculum vulgare
	Fortunella japonica	Fortunella japonica (Thunb.) Swingle	5421184	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus	Citrus japonica
	Fortunella margarita	Fortunella margarita (Lour.) Swingle	5421186	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus	Citrus japonica
	Fragaria vesca	Fragaria vesca L.	3029817	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria	Fragaria vesca
	Fritillaria eduardii	Fritillaria eduardii Regel	7773502	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Fritillaria	Fritillaria eduardii
	Fritillaria imperialis	Fritillaria imperialis L.	5300716	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Fritillaria	Fritillaria imperialis
	Fritillaria imperialis	Fritillaria imperialis L.	5300716	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Fritillaria	Fritillaria imperialis
	Fritillaria imperialis	Fritillaria imperialis L.	5300716	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Fritillaria	Fritillaria imperialis
	Fritillaria imperialis	Fritillaria imperialis L.	5300716	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Fritillaria	Fritillaria imperialis
	Fritillaria raddeana	Fritillaria raddeana Regel.	5300490	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Fritillaria	Fritillaria raddeana
	Froriepia subpinnata	Froriepia subpinnata Baill.	5538397	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Froriepia	Froriepia subpinnata
	Fuernrohria setifolia	Fuernrohria setifolia C.Koch	7656963	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Fuernrohria	Fuernrohria setifolia
	Galatella biflora	Galatella biflora Nees	4231239	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Galatella	Galatella biflora
	Geigeria alata	Geigeria alata Benth. & Hook.f. ex Oliv.	3119845	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Geigeria	Geigeria alata
	Geijera linearifolia	Geijera linearifolia J.M.Black	3834057	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Geijera	Geijera linearifolia
	Geijera parviflora	Geijera parviflora Lindl.	7269149	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Geijera	Geijera parviflora
	Geijera salicifolia	Geijera salicifolia Schott	7956176	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Geijera	Geijera salicifolia
	Genipa americana	Genipa americana L.	2895593	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Genipa	Genipa americana
	Geranium macrorrhizum	Geranium macrorrhizum L.	2891079	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium macrorrhizum
	Geranium phaeum	Geranium phaeum L.	2891390	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium phaeum
	Glechoma hederacea	Glechoma hederacea L.	2926557	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Glechoma	Glechoma hederacea
	Glechoma sardoa	Glechoma sardoa B̩g.	3892260	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Glechoma	Glechoma sardoa
	Glycosmis pentaphylla	Glycosmis pentaphylla Corr̻a	8241662	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Glycosmis	Glycosmis pentaphylla
	Gmelina arborea	Gmelina arborea Roxb. ex Sm.	8247889	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Gmelina	Gmelina arborea
	Gnaphalium philippi	Gnaphalium philippii Gand.	5695726	FUZZY	96	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Gnaphalium	Gnaphalium philippii
	Goniothalamus macrophyllus	Goniothalamus macrophyllus Hook.f. & Thoms.	3154616	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Goniothalamus	Goniothalamus macrophyllus
	Gossypium raimondii	Gossypium raimondii Ulbr.	3933091	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium raimondii
	Grantia aucheri Boiss.	Grantia aucheri Boiss.	5401039	EXACT	100	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Iphiona	Iphiona aucheri
	Grindelia humilis	Grindelia humilis Hook. & Arn.	3146234	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Grindelia	Grindelia hirsutula
	Grindelia robusta	Grindelia robusta Nutt.	3146306	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Grindelia	Grindelia hirsutula
	Grindelia squarrosa	Grindelia squarrosa (Pursh) Dunal	3146219	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Grindelia	Grindelia squarrosa
	Guarea macrophylla	Guarea macrophylla Vahl	7271393	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Guarea	Guarea macrophylla
	Guarea macrophylla Vahl	Guarea macrophylla Vahl	7271393	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Guarea	Guarea macrophylla
	Gutierrezia mandonii	Gutierrezia mandonii (Sch.Bip.) Solbrig	5385116	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Gutierrezia	Gutierrezia mandonii
	Gutierrezia repens	Gutierrezia repens Griseb.	5385055	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Gutierrezia	Gutierrezia repens
	Gymnopodium floribundum Rolfe	Gymnopodium floribundum Rolfe	7291570	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Gymnopodium	Gymnopodium floribundum
	Gyrocarpus americanus	Gyrocarpus americanus Jacq.	7326414	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Hernandiaceae	Gyrocarpus	Gyrocarpus americanus
	Haplophyllum tuberculatum	Haplophyllum tuberculatum (Forsk.) Ad.Juss.	5834570	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Haplophyllum	Haplophyllum tuberculatum
	Hedeoma mandoniana	Hedeoma mandoniana Wedd.	3888193	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Hedeoma	Hedeoma mandoniana
	Hedeoma multiflorum	Hedeoma multiflora Benth.	3888088	FUZZY	97	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Hedeoma	Hedeoma multiflora
	Hedychium coccineum	Hedychium coccineum Buch.-Ham. ex Sm.	2758716	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Hedychium	Hedychium coccineum
	Hedychium coronarium	Hedychium coronarium J.Koenig	7883492	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Hedychium	Hedychium coronarium
	Hedychium coronarium	Hedychium coronarium J.Koenig	7883492	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Hedychium	Hedychium coronarium
	Hedychium flavescens	Hedychium flavescens Carey ex Rosc.	2758601	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Hedychium	Hedychium flavescens
	Hedychium gardnerianum	Hedychium gardnerianum Ker Gawl.	2758700	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Hedychium	Hedychium gardnerianum
	Hedychium gardnerianum	Hedychium gardnerianum Ker Gawl.	2758700	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Hedychium	Hedychium gardnerianum
	Hedychium larsenii	Hedychium larsenii M.Dan & C.S.Kumar	2758715	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Hedychium	Hedychium larsenii
	Hedychium spicatum	Hedychium spicatum Sm.	2758631	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Hedychium	Hedychium spicatum
	Helenium amarum	Helenium amarum (Raf.) H.Rock	5401836	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helenium	Helenium amarum
	Helenium argentinum	Helenium argentinum Ariza	5401886	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helenium	Helenium argentinum
	Helichrysum amorginum	Helichrysum amorginum Boiss. & Orph.	4249462	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum amorginum
	Helichrysum arenarium	Helichrysum arenarium Moench	3131809	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum arenarium
	Helichrysum artemisioides	Helichrysum artemisioides Boiss. & Hausskn.	3131977	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum artemisioides
	Helichrysum bracteiferum	Helichrysum bracteiferum Humbert	3131486	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum bracteiferum
	Helichrysum cordifolium	Helichrysum cordifolium DC.	3131558	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum cordifolium
	Helichrysum faradifani	Helichrysum faradifani Scott-Elliot	3131748	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum faradifani
	Helichrysum forskahlii	Helichrysum forskahlii (J.F.Gmel.) Hilliard & B.L.Burtt	3131114	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum forskahlii
	Helichrysum hypnoides	Helichrysum hypnoides (DC.) Viguier & Humbert	3131842	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Aphelexis	Aphelexis hypnoides
	Helichrysum italicum	Helichrysum italicum (Roth) G.Don	3131614	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum italicum
	Helichrysum leucocephalum	Helichrysum leucocephalum Boiss.	8268666	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum leucocephalum
	Helichrysum melaleucum	Helichrysum melaleucum Rchb.	3131643	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum melaleucum
	Helichrysum rusillonii	Helichrysum rusillonii Hochr.	3131749	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum faradifani
	Helichrysum stoechas	Helichrysum stoechas DC.	7518700	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum stoechas
	Helichrysum stoechas	Helichrysum stoechas DC.	7518700	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum	Helichrysum stoechas
	Hemidesmus indicus	Hemidesmus indicus R.Br.	8125676	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Hemidesmus	Hemidesmus indicus
	Hemizygia welwitschii	Hemizygia welwitschii Briq.	8991067	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Hemizygia	Hemizygia welwitschii
	Heracleum argaeum	Heracleum argaeum Boiss. & Balansa	3630564	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Heracleum	Heracleum argaeum
